run_index,Latency,Throughput,gc_collection_count,gc_collection_time,jvm_loaded_class_count,jvm_total_loaded_class_count,last_gc_info_duration,memory_heap_usage_used,memory_non_heap_usage_used,network_request_FetchConsumer_ResponseSendTimeMs,network_request_FetchConsumer_TotalTimeMs,network_request_Produce_ResponseSendTimeMs,network_request_Produce_TemporaryMemoryBytes,network_request_Produce_TotalTimeMs,network_socket_FetchConsumer_NetworkProcessorAvgIdlePercent,network_socket_FetchConsumer_RequestHandlerAvgIdlePercent,os_committed_vm_size,os_open_fd_count,os_process_cpu_load,os_process_cpu_time,os_system_cpu_load,server_broker_topics_AllTopicsBytesIn,server_broker_topics_AllTopicsBytesOut,server_broker_topics_AllTopicsMessagesIn,server_broker_topics_TotalFetchRequestsPerSec,server_broker_topics_TotalProduceRequestsPerSec,server_purgatory_NumDelayedFetchRequests,threading_thread_count
3837,3.64,0.02,6.4,63.6,7007.95,7139.4,21.74,191382300.62,71572417.4,53305.0,53301.0,3885.5,1896.35,3885.5,0.89,0.99,7354200498.42,190.66,0.02,12561000000.0,0.51,3266.01,140315.01,15.95,81.37,8.09,24.75,68.72
3838,3.1,0.03,6.7,43.2,7011.69,7142.3,8.18,183614901.08,71741333.07,56482.5,56480.0,4475.0,1699.92,4474.5,0.88,0.99,7354835968.0,190.59,0.02,12940000000.0,0.52,4688.07,206150.76,15.93,83.55,8.98,24.74,68.64
3839,1.92,0.72,6.6,56.4,7014.07,7143.7,10.84,203492307.87,71714643.99,60148.5,60146.5,8095.5,995.33,8095.5,0.89,0.99,7354296679.95,190.13,0.02,13655000000.0,0.54,6809.66,314720.32,15.27,85.41,15.16,27.9,68.64
3840,2.79,0.03,6.3,52.8,7007.87,7134.4,12.73,186788856.47,71663125.0,58986.0,58982.0,5567.5,1429.89,5567.5,0.89,0.99,7354377150.84,190.48,0.02,13263000000.0,0.52,5233.63,232980.16,15.79,82.67,10.64,24.76,68.69
3841,2.17,0.03,6.7,51.6,7003.13,7131.4,8.88,182185236.92,71848846.92,57840.0,57839.5,8312.5,991.19,8312.5,0.89,0.99,7354002708.17,190.18,0.02,13634000000.0,0.54,6910.43,311250.69,15.79,81.99,15.71,24.89,68.51
3842,2.66,0.03,6.6,43.1,6995.94,7124.2,6.76,183705328.46,71566263.75,59536.0,59531.0,5546.0,1432.55,5546.0,0.89,0.99,7354030657.16,190.31,0.02,13040000000.0,0.52,4944.83,238815.72,14.92,88.35,10.05,25.06,68.7
3843,2.0,0.03,7.1,67.0,6978.85,7132.1,14.25,186859548.21,71423262.95,52497.0,52494.0,7683.0,993.11,7681.0,0.87,0.99,7347957248.0,189.32,0.02,12775000000.0,0.51,7196.55,330601.0,16.11,80.61,16.02,23.73,68.39
3844,0.95,0.03,5.6,41.5,6961.46,7127.7,8.16,190860397.84,70769629.38,59586.0,59583.0,7599.0,,7598.0,0.86,0.99,7343546890.5,185.2,0.01,9456000000.0,0.38,13550.06,1447531.67,14.03,92.85,10.66,26.04,68.05
3845,2.9,0.03,6.7,54.1,6978.44,7105.3,11.01,186738418.37,71474318.19,53347.5,53347.5,7760.5,990.92,7760.0,0.88,0.99,7353718932.95,190.11,0.02,12925000000.0,0.54,5274.87,228642.28,15.94,80.18,15.87,25.75,68.62
3846,3.17,0.02,6.6,53.3,7007.86,7137.5,12.37,184376618.78,71720516.12,56083.5,56080.5,5358.5,1431.9,5358.5,0.9,0.99,7354683727.13,190.51,0.02,12980000000.0,0.52,4124.41,180208.36,16.63,84.17,11.22,25.82,68.73
3847,1.0,0.03,5.6,41.8,6960.36,7112.9,10.85,190933264.89,70954741.79,65442.0,65436.0,11717.0,,11715.0,0.87,0.99,7345493732.43,185.77,0.01,10050000000.0,0.42,14876.04,1287485.13,15.3,93.35,13.19,27.06,68.08
3848,3.57,0.02,6.1,51.8,7010.07,7141.4,14.04,191663257.07,71629841.67,56717.0,56709.5,4053.5,1895.0,4053.5,0.89,0.99,7354058289.65,190.63,0.02,12527000000.0,0.5,3449.76,146094.43,16.83,87.7,8.54,26.06,68.74
3849,2.68,0.02,7.0,77.1,7006.17,7134.9,12.13,185173920.84,71743227.7,58993.0,58990.0,5568.5,1435.05,5567.5,0.84,0.99,7354861003.25,190.4,0.02,13676000000.0,0.52,5204.91,254162.74,15.46,89.52,10.41,23.81,68.72
3850,0.97,0.03,5.7,49.5,6987.38,7111.6,11.63,182639552.0,71246018.39,59076.0,59066.0,15429.0,,15425.0,0.89,0.99,7353715659.25,187.73,0.02,10097000000.0,0.45,14549.68,1259793.96,14.85,86.74,14.77,26.81,68.26
3851,2.7,0.55,6.6,60.5,7003.44,7131.9,13.31,196421306.85,71729690.81,60655.0,60652.0,8273.5,999.62,8271.5,0.89,0.99,7353731379.2,190.21,0.02,13729000000.0,0.55,5056.62,222359.21,15.35,82.82,15.18,25.72,68.65
3852,2.99,0.03,6.8,65.3,6994.16,7119.8,17.54,182937850.08,71668365.13,56779.0,56771.5,5386.5,1436.63,5386.5,0.89,0.99,7354347749.62,190.42,0.02,13128000000.0,0.52,5250.15,228641.85,15.87,83.43,10.68,25.99,68.66
3853,1.99,0.03,7.5,75.4,7019.33,7148.4,16.68,183487290.75,71911743.71,58065.5,58065.0,8332.0,990.94,8329.0,0.89,0.99,7354475001.79,190.05,0.02,13823000000.0,0.55,6764.18,342854.78,15.12,86.98,15.06,28.2,68.67
3854,2.13,0.03,6.5,50.4,7007.26,7137.8,11.09,201185773.92,71867188.85,55852.0,55847.5,8059.5,990.97,8059.5,0.89,0.99,7353959734.3,190.15,0.02,13526000000.0,0.53,7203.9,324226.71,16.11,83.33,16.04,25.25,68.57
3855,1.16,0.04,6.8,48.6,7003.21,7134.1,9.32,180081932.33,71814626.96,56810.0,56808.0,4036.5,,4036.0,0.89,0.99,7353402886.21,191.11,0.02,13117000000.0,0.52,14425.1,685614.26,15.18,83.49,7.7,26.2,68.52
3856,1.13,1.5,6.7,84.5,7011.6,7139.1,22.16,182088270.0,71866526.44,58087.0,58083.5,7917.0,,7915.5,0.89,0.99,7353145793.94,189.95,0.02,13813000000.0,0.57,14739.77,695091.76,15.03,82.87,14.96,25.83,68.56
3857,3.07,0.03,6.7,59.3,6987.93,7118.6,21.37,182406703.72,71481940.78,53824.0,53815.5,5250.5,1429.77,5249.5,0.89,0.99,7354178929.26,190.42,0.02,12343000000.0,0.53,5646.47,244683.88,17.01,83.73,11.49,25.07,68.63
3858,2.87,0.02,6.7,41.8,6995.28,7122.1,10.75,182062449.08,71458772.41,56594.0,56591.5,4031.0,1903.75,4031.0,0.9,0.99,7354230048.58,190.55,0.02,12476000000.0,0.52,4560.95,199750.83,16.59,86.1,8.39,25.6,68.59
3859,3.19,0.48,6.5,55.0,7010.48,7139.7,14.11,189481975.44,71545510.49,60331.0,60324.5,3975.5,1907.55,3975.5,0.88,0.99,7353987037.87,190.28,0.02,12777000000.0,0.51,4316.74,185007.82,15.47,86.98,7.81,26.3,68.63
3860,3.57,0.02,6.7,63.3,7017.24,7147.3,17.73,182212395.03,71686797.3,56636.5,56631.0,4025.0,1905.65,4025.0,0.89,0.99,7354712001.94,190.32,0.02,12486000000.0,0.49,4351.87,181837.14,15.82,83.5,8.01,26.38,68.75
3861,3.22,0.46,6.6,48.2,7005.97,7133.2,12.46,185566199.54,71507744.12,58181.5,58170.0,3906.0,1902.19,3905.0,0.88,0.99,7354587436.99,190.66,0.02,12411000000.0,0.51,4020.66,171845.63,14.62,80.88,7.4,25.71,68.75
3862,2.85,0.03,6.6,48.3,7005.25,7136.4,10.73,181021963.08,71623145.48,54833.5,54832.0,3923.0,1902.07,3923.0,0.89,0.99,7354269984.58,190.92,0.02,12412000000.0,0.5,4203.24,185084.17,15.28,79.38,7.74,27.34,68.75
3863,2.15,0.03,6.3,47.2,6975.17,7100.1,10.8,187622378.48,71525523.02,54621.0,54617.5,7808.0,990.99,7808.0,0.89,0.99,7354028466.42,189.91,0.02,13228000000.0,0.54,6953.39,318260.27,15.88,84.18,15.81,24.85,68.66
3864,1.22,0.04,6.3,50.0,6985.19,7106.9,10.09,184288023.48,71728163.68,56159.5,56155.5,5415.0,,5414.5,0.89,0.99,7354755782.59,189.92,0.02,13400000000.0,0.53,15443.98,728386.09,16.07,83.89,10.84,27.1,68.63
3865,1.67,0.02,6.1,39.8,6954.27,7100.0,8.55,182231322.32,70560111.59,65742.0,65742.0,8294.0,1415.14,8294.0,0.87,0.99,7347208083.63,186.29,0.01,9579000000.0,0.4,5761.27,585443.28,15.65,104.57,11.97,27.24,68.21
3866,1.21,0.04,6.8,58.2,6962.25,7120.4,13.37,178238931.75,71324978.27,56456.0,56455.0,4073.0,,4073.0,0.85,0.99,7341353506.13,188.13,0.02,13024000000.0,0.49,15708.85,733873.61,16.51,87.77,8.34,26.65,68.19
3867,1.91,0.72,7.2,76.4,7006.17,7132.7,17.27,189310195.55,71722160.96,57376.5,57373.0,7732.0,990.97,7732.0,0.89,0.99,7354156810.86,190.14,0.02,13545000000.0,0.56,7141.5,328181.61,15.98,88.8,15.9,27.25,68.68
3868,3.51,0.02,6.3,56.4,7007.9,7134.6,14.42,191807619.62,71743865.75,56198.0,56193.0,5420.5,1434.66,5420.0,0.89,0.99,7354451685.62,190.92,0.02,13205000000.0,0.52,4292.33,180219.15,17.32,86.39,11.67,26.62,68.71
3869,2.33,0.64,7.1,71.6,7016.51,7142.6,15.27,186541329.63,71879787.52,63974.5,63967.5,6641.5,1223.19,6641.0,0.9,0.99,7354259694.93,190.44,0.02,14167000000.0,0.54,6097.4,274804.45,16.14,91.93,12.81,26.29,68.65
3870,2.13,0.03,6.7,51.1,7017.98,7149.9,9.75,197196526.13,71820664.95,55119.0,55114.0,7984.0,991.24,7983.5,0.89,0.99,7354384197.82,190.31,0.02,13575000000.0,0.56,7275.42,333598.31,16.27,82.61,16.2,24.73,68.66
3871,3.1,0.48,6.7,67.8,6992.84,7124.4,20.78,192448408.67,71451252.92,59643.5,59638.0,4028.0,1896.91,4028.0,0.89,0.99,7354382472.53,190.73,0.02,12891000000.0,0.51,4469.35,190864.94,15.98,86.01,8.1,25.59,68.77
3872,1.21,0.04,6.5,49.4,7002.36,7128.2,11.75,187667224.51,71802263.87,58118.5,58114.0,5545.5,,5545.5,0.88,0.99,7354524070.01,190.53,0.02,13899000000.0,0.54,14665.09,773166.15,15.25,90.01,10.27,26.2,68.64
3873,2.75,0.03,6.5,55.2,6996.09,7123.6,15.38,191580712.12,71586812.16,56456.0,56448.5,5358.0,1432.5,5357.5,0.89,0.99,7354100903.56,190.37,0.02,12956000000.0,0.52,5386.6,236039.67,16.24,84.69,10.95,24.44,68.65
3874,1.15,1.51,6.8,63.3,6974.84,7133.6,13.0,181593763.33,71520416.19,62775.0,62769.0,5518.0,,5518.0,0.87,0.99,7346466758.24,189.33,0.02,13707000000.0,0.52,14711.4,697488.19,15.32,87.99,10.31,26.57,68.32
3875,3.32,0.02,6.6,54.7,7004.17,7135.5,13.71,185257319.22,71503850.73,55581.5,55574.5,3993.5,1908.87,3993.0,0.89,0.99,7354454484.56,191.3,0.02,12489000000.0,0.5,3217.27,132807.87,15.73,81.19,7.95,24.6,68.75
3876,3.68,0.48,6.7,62.9,7012.61,7143.7,16.43,188101390.53,71559736.61,57191.5,57189.0,3942.0,1898.58,3942.0,0.89,0.99,7353882655.03,190.88,0.02,12694000000.0,0.52,4406.62,184978.93,15.74,83.35,7.99,26.19,68.76
3877,3.19,0.02,6.3,56.2,6992.61,7121.1,16.61,186031135.81,71555634.24,53811.0,53805.5,5220.5,1429.01,5218.5,0.89,0.99,7354251475.01,189.94,0.02,12749000000.0,0.52,4075.91,175411.32,16.43,83.19,11.09,24.91,68.71
3878,3.57,0.03,6.4,44.8,7003.65,7132.9,8.93,186079401.88,71609964.13,56033.5,56030.0,5404.0,1416.72,5404.0,0.89,0.99,7354294284.41,190.12,0.02,12954000000.0,0.51,4227.44,178953.89,16.95,86.59,11.53,28.65,68.65
3879,3.33,0.41,6.2,67.6,6998.21,7134.6,15.56,200099562.45,71685593.05,59815.0,59808.0,4185.0,1912.2,4185.0,0.85,0.99,7353001462.69,190.15,0.02,13596000000.0,0.54,4651.37,197330.6,16.92,85.46,8.55,27.35,68.67
3880,1.62,0.04,6.6,55.0,7000.11,7126.4,14.12,180048602.36,71878054.9,52791.0,52790.0,4018.5,,4018.5,0.89,0.99,7353744045.77,190.51,0.02,13013000000.0,0.51,15583.42,716286.47,16.38,78.5,8.27,24.54,68.6
3881,2.98,0.03,6.9,58.2,6979.69,7111.1,15.59,185343026.87,71646100.39,56736.5,56730.5,8349.5,991.51,8349.5,0.89,0.99,7353485048.24,190.17,0.02,13420000000.0,0.56,5175.84,224237.08,15.64,77.4,15.56,27.4,68.66
3882,2.79,0.46,6.6,54.5,7002.76,7131.0,12.41,183862381.55,71407799.35,57559.5,57555.0,3884.0,1905.91,3884.0,0.89,0.99,7354398899.98,191.15,0.02,12425000000.0,0.52,4173.98,182813.92,15.18,84.72,7.68,25.64,68.76
3883,3.0,0.03,6.8,56.9,7014.8,7143.6,14.98,181902970.94,71735312.05,56779.5,56777.5,5362.5,1432.41,5362.5,0.89,0.99,7354874873.79,190.86,0.02,12955000000.0,0.51,5230.34,224878.97,15.78,82.28,10.64,25.74,68.68
3884,2.75,0.03,6.6,58.9,7007.01,7136.5,18.56,184753597.14,71744120.02,54568.0,54565.5,5212.0,1429.48,5211.5,0.89,0.99,7354771887.32,190.31,0.02,12719000000.0,0.52,5365.85,237205.9,16.17,82.99,10.92,23.94,68.7
3885,3.61,0.02,6.2,53.6,7002.66,7138.0,13.75,188938068.09,71658250.88,53647.5,53641.0,5166.5,1427.0,5166.5,0.88,0.99,7352428919.47,189.85,0.02,12700000000.0,0.51,3775.76,159185.8,15.21,77.21,10.28,25.54,68.67
3886,3.64,0.02,6.1,44.0,7003.71,7133.2,11.24,200733015.65,71590835.15,58521.0,58517.5,4180.0,1914.68,4179.0,0.89,0.99,7353895051.64,190.4,0.02,12889000000.0,0.5,3242.32,140349.49,15.86,82.98,8.02,25.94,68.74
3887,3.13,0.03,6.2,55.6,7004.97,7146.2,18.66,205490342.01,71540526.61,56388.5,56384.5,4012.5,1900.44,4012.0,0.89,0.99,7352903093.53,190.51,0.02,12623000000.0,0.5,4466.5,191779.47,15.98,83.43,8.09,25.22,68.68
3888,2.7,0.03,7.2,51.0,7009.6,7139.0,7.34,186788545.95,71730630.94,55863.0,55858.5,5362.5,1429.77,5362.0,0.88,0.99,7354225266.81,190.44,0.02,12813000000.0,0.51,4907.05,238249.92,14.54,83.45,9.82,25.06,68.73
3889,3.03,0.43,6.5,53.7,6994.72,7125.6,14.28,192360653.15,71445023.02,59895.0,59888.0,5340.0,1427.04,5340.0,0.89,0.99,7354390310.79,190.35,0.02,12982000000.0,0.52,3964.03,174799.35,15.98,88.67,10.79,28.0,68.77
3890,2.69,0.03,6.8,63.6,7009.44,7136.3,17.47,187532220.73,71726787.44,58235.5,58233.0,8367.0,993.42,8367.0,0.89,0.99,7355032309.14,190.19,0.02,13712000000.0,0.54,4878.0,241496.78,14.76,85.03,14.67,25.93,68.68
3891,1.94,0.03,6.7,71.5,7008.54,7140.2,14.78,201592019.53,71894470.83,56155.0,56153.5,8107.5,992.36,8107.0,0.84,0.99,7353801929.7,190.38,0.02,13773000000.0,0.55,7673.78,354222.84,17.17,88.47,17.08,24.81,68.53
3892,2.2,0.77,5.9,45.3,6986.51,7111.9,14.82,192170006.63,70835209.25,75218.0,75214.0,5937.0,1630.54,5936.0,0.89,0.99,7353271302.21,187.41,0.01,9688000000.0,0.41,3567.59,324338.24,14.94,103.88,9.55,27.51,68.29
3893,2.96,0.03,6.7,67.0,7010.85,7135.4,16.48,187596405.73,71782811.04,58290.5,58288.0,5521.0,1426.81,5520.5,0.89,0.99,7355165782.88,190.16,0.02,13400000000.0,0.55,5392.4,236671.47,15.99,83.2,10.79,27.73,68.7
3894,3.39,0.03,6.5,64.3,7006.86,7132.1,18.0,193758823.99,71686934.77,56045.5,56040.5,6531.0,1196.72,6530.5,0.89,0.99,7354701094.79,190.26,0.02,13474000000.0,0.54,4499.05,193348.92,15.86,81.38,12.89,27.45,68.65
3895,3.18,0.02,6.9,48.0,7013.58,7143.9,10.23,186862234.35,71666806.27,56886.0,56884.0,4076.5,1904.01,4076.0,0.89,0.99,7354528287.03,190.46,0.02,12696000000.0,0.5,4456.85,195474.69,15.94,82.74,8.07,25.37,68.72
3896,3.2,0.02,6.5,50.4,7012.13,7143.5,12.01,196453955.82,71658358.55,55904.0,55899.0,5350.0,1429.75,5349.0,0.9,0.99,7354545356.8,190.28,0.02,12889000000.0,0.52,4192.26,183880.55,16.9,85.41,11.4,27.78,68.74
3897,2.94,0.03,6.3,52.1,7008.15,7137.4,11.23,201496380.18,71813217.01,55069.0,55064.5,8045.5,991.07,8045.0,0.89,0.99,7354492934.21,190.19,0.02,13504000000.0,0.56,5193.09,226683.43,15.69,78.94,15.62,24.35,68.67
3898,3.29,0.02,6.3,39.4,7007.87,7143.7,7.36,186594641.39,71627846.47,56413.5,56407.5,4069.0,1905.98,4069.0,0.89,0.99,7353107577.02,190.88,0.02,12768000000.0,0.5,3409.36,149434.92,16.66,85.54,8.43,24.83,68.74
3899,1.88,0.03,7.3,58.2,7006.74,7134.4,9.81,188759859.9,71862304.61,55989.0,55985.0,8000.0,991.24,7997.0,0.89,0.99,7354276333.38,190.19,0.02,13495000000.0,0.54,7261.21,334690.34,16.24,84.22,16.17,24.86,68.55
3900,1.15,0.02,6.0,50.4,7003.17,7131.4,12.41,193714200.12,71184908.16,67119.0,67117.0,16481.0,991.45,16480.0,0.89,0.99,7353842321.84,187.54,0.01,9976000000.0,0.43,6797.01,647128.51,15.22,95.65,15.13,28.26,68.29
3901,1.14,0.04,6.1,48.1,6997.88,7125.9,12.32,197137738.21,71880199.09,54842.5,54840.0,7808.0,,7808.0,0.89,0.99,7353905198.55,189.95,0.02,13230000000.0,0.55,15881.19,753049.53,16.2,87.74,16.12,24.36,68.57
3902,2.65,0.03,6.7,45.4,7011.22,7137.2,10.04,182077546.85,71704433.3,55355.5,55348.5,5390.5,1416.87,5389.5,0.89,0.99,7354662486.88,190.62,0.02,12985000000.0,0.51,5399.81,235782.72,16.19,81.95,11.01,25.54,68.67
3903,3.66,0.03,6.5,55.7,7005.3,7134.3,15.63,187799608.16,71518231.2,57653.5,57649.0,4159.0,1909.06,4159.0,0.89,0.99,7354824859.15,191.23,0.02,12580000000.0,0.51,4456.55,188629.49,16.2,82.95,8.2,25.15,68.75
3904,3.37,0.02,6.6,42.1,6999.5,7127.6,7.19,188267583.04,71609253.5,58549.5,58542.5,5415.5,1475.54,5415.5,0.89,0.99,7354190798.35,190.29,0.02,12925000000.0,0.5,3924.06,170903.19,16.14,84.04,10.58,24.44,68.73
3905,1.12,0.04,6.3,53.9,6949.22,7117.8,11.66,190871002.64,71259880.45,57635.5,57631.0,5360.0,,5360.0,0.86,0.99,7341961368.29,188.27,0.02,13414000000.0,0.51,15235.63,720837.14,15.85,89.48,10.69,24.8,68.19
3906,2.93,0.03,6.8,51.9,7012.42,7139.4,10.8,187467037.38,71790724.79,56198.0,56188.0,5361.5,1429.19,5361.5,0.88,0.99,7353698071.27,190.01,0.02,12923000000.0,0.51,5524.57,238140.27,16.38,84.05,11.05,26.61,68.66
3907,0.86,0.03,5.9,40.0,6988.92,7114.4,10.09,179859442.47,71121674.48,64582.0,64573.0,5130.0,,5130.0,0.89,0.99,7352770767.9,187.62,0.01,9422000000.0,0.41,16535.64,1430743.06,17.28,116.19,10.23,31.08,68.25
3908,3.54,0.02,6.7,48.8,7005.82,7134.7,12.3,184312618.96,71579973.39,56993.5,56990.0,5377.5,1435.8,5377.0,0.89,0.99,7353859068.9,190.12,0.02,12668000000.0,0.5,3715.22,178763.66,15.0,87.1,10.09,25.06,68.63
3909,2.99,0.57,6.4,52.3,7008.36,7135.4,13.59,193338114.9,71645098.63,61244.5,61239.0,5484.0,1416.98,5483.0,0.88,0.99,7353876656.87,189.72,0.02,13181000000.0,0.55,4975.46,215281.18,15.02,82.1,10.13,29.42,68.61
3910,2.2,0.03,6.5,50.1,7019.35,7151.5,12.13,184122729.44,71947924.3,57299.0,57296.5,8223.0,991.81,8222.0,0.89,0.99,7354527551.61,190.43,0.02,13427000000.0,0.53,6027.29,302007.33,13.78,79.11,13.71,23.81,68.65
3911,1.88,0.03,6.8,57.3,7000.46,7128.0,12.28,198194977.7,71671015.46,53881.0,53874.0,7673.0,991.24,7673.0,0.89,0.99,7354570755.1,190.14,0.02,13090000000.0,0.54,7296.73,334160.56,16.32,85.98,16.25,25.18,68.68
3912,3.59,0.02,6.7,72.0,7009.38,7141.0,14.86,184181644.07,71803770.35,54756.5,54749.0,5310.0,1434.56,5310.0,0.84,0.99,7354962742.3,190.76,0.02,13287000000.0,0.52,4185.51,177385.99,16.89,83.86,11.38,26.5,68.76
3913,1.12,0.04,6.5,55.2,7006.58,7134.8,11.75,187337426.39,71984135.33,59751.5,59750.5,8344.0,,8344.0,0.9,0.99,7354750405.04,190.48,0.02,14057000000.0,0.55,16462.98,776777.65,16.79,94.36,16.71,26.67,68.56
3914,2.21,0.03,6.6,51.2,7005.18,7134.0,10.91,184953881.48,71827982.02,57107.0,57100.0,8186.5,991.96,8186.5,0.89,0.99,7354132191.42,190.15,0.02,13315000000.0,0.53,6768.36,306482.38,15.46,80.57,15.39,27.77,68.63
3915,2.97,0.02,6.1,42.1,7005.58,7136.9,12.1,191000787.92,71550122.63,57010.5,57007.0,4032.5,1900.5,4031.5,0.89,0.99,7354894488.05,190.87,0.02,12602000000.0,0.5,3457.26,148738.79,16.9,88.29,8.55,25.6,68.74
3916,2.22,0.03,6.4,39.5,7006.66,7134.0,7.06,185186761.33,71821844.27,56351.5,56343.5,8089.0,994.08,8087.0,0.89,0.99,7354483656.15,190.1,0.02,13264000000.0,0.54,6910.26,309806.26,15.81,82.44,15.7,24.33,68.65
3917,3.15,0.02,6.0,42.9,7013.66,7140.3,10.44,200668604.18,71689424.07,57757.0,57750.0,5461.0,1428.97,5459.0,0.89,0.99,7354764390.4,190.62,0.02,13048000000.0,0.51,4111.72,178906.5,16.58,85.74,11.18,26.33,68.76
3918,2.92,0.03,6.5,56.3,7000.94,7129.5,12.74,196186172.28,71555444.0,55133.5,55130.0,5194.5,1439.55,5194.0,0.89,0.99,7354509547.83,190.13,0.02,12597000000.0,0.51,5308.27,232465.83,15.78,82.69,10.61,25.98,68.76
3919,2.67,0.55,7.0,59.3,7013.52,7144.6,14.32,185181176.69,71774965.7,60318.5,60310.0,8092.0,995.94,8090.5,0.88,0.99,7354268433.07,190.14,0.02,13533000000.0,0.55,4575.19,224365.15,13.87,85.65,13.75,25.3,68.71
3920,3.62,0.02,6.7,57.8,7005.89,7140.8,18.02,183964289.53,71597354.64,56331.0,56325.5,4058.5,1893.59,4058.5,0.89,0.99,7353540080.48,190.68,0.02,12553000000.0,0.5,2899.74,136704.27,14.14,80.59,7.18,25.83,68.74
3921,3.58,0.02,6.3,39.3,7005.77,7141.1,9.23,189116078.1,71530847.04,54762.0,54756.5,3917.5,1904.12,3916.0,0.89,0.99,7353666659.3,190.93,0.02,12259000000.0,0.5,4427.56,189578.02,16.1,83.62,8.15,26.39,68.61
3922,1.08,0.04,6.8,61.9,7005.38,7136.6,13.98,181163848.91,71741747.39,54572.5,54570.5,6278.5,,6278.5,0.89,0.99,7353217290.86,190.37,0.02,13193000000.0,0.55,15001.89,713547.14,15.48,84.91,12.57,24.47,68.51
3923,3.63,0.02,6.6,55.1,7012.49,7144.7,16.64,190376150.35,71522917.59,53257.0,53252.0,3894.5,1905.48,3893.5,0.88,0.99,7353914228.36,190.4,0.02,12258000000.0,0.49,2985.66,140916.32,14.59,81.85,7.38,24.49,68.76
3924,1.14,0.04,6.4,56.9,7009.23,7134.1,13.69,186559729.21,72048369.5,60178.0,60175.0,8452.0,,8452.0,0.89,0.99,7354571229.87,189.95,0.02,14095000000.0,0.56,16639.66,789174.32,16.96,93.82,16.88,27.38,68.58
3925,1.15,1.46,6.7,46.1,6998.17,7122.9,8.12,182384687.02,71777206.91,58543.0,58534.0,5183.0,,5182.0,0.89,0.99,7353178397.48,190.12,0.02,13196000000.0,0.54,14142.07,673218.45,14.73,85.49,9.96,25.54,68.57
3926,1.98,0.71,6.1,49.8,7005.21,7132.4,10.87,189952687.42,71776706.65,60629.0,60623.5,8076.0,993.26,8076.0,0.89,0.99,7355220504.82,190.29,0.02,13620000000.0,0.53,6293.14,318626.36,14.39,88.82,14.31,23.88,68.72
3927,1.84,0.02,6.0,53.9,6989.78,7125.2,14.45,184896873.59,70886472.84,62340.0,62332.0,5115.0,1746.87,5113.0,0.88,0.99,7351228732.51,187.27,0.01,9046000000.0,0.39,4757.53,438640.13,15.34,93.71,9.15,26.21,68.21
3928,3.11,0.02,6.6,52.1,7007.27,7134.3,11.64,183505221.91,71617291.83,57795.0,57793.5,4089.0,1897.33,4088.5,0.89,0.99,7355012083.59,191.11,0.02,12701000000.0,0.49,4206.75,182637.48,15.27,81.94,7.75,26.52,68.73
3929,3.61,0.02,6.7,58.6,6997.46,7125.2,15.13,184496749.87,71413016.85,55060.0,55056.0,3908.0,1909.67,3906.5,0.89,0.99,7354023455.03,190.2,0.02,12246000000.0,0.5,3065.5,145154.62,14.99,88.16,7.58,25.63,68.73
3930,3.44,0.02,6.7,57.2,7002.03,7130.8,12.86,185192828.5,71582967.21,57747.5,57742.5,5445.5,1428.16,5445.5,0.89,0.99,7354485452.8,190.17,0.02,13020000000.0,0.51,3576.1,168955.1,14.43,84.3,9.72,28.47,68.75
3931,1.96,0.03,6.6,52.3,7011.3,7137.5,11.46,184177273.24,71807194.18,54164.5,54156.0,7764.5,991.69,7764.0,0.89,0.99,7354540624.68,190.26,0.02,13181000000.0,0.54,6609.04,302879.77,15.11,78.34,15.03,24.99,68.66
3932,3.23,0.02,6.3,55.3,7008.29,7136.9,14.76,190312218.99,71583715.7,54278.5,54274.0,3876.5,1904.74,3876.5,0.89,0.99,7353961043.78,190.22,0.02,12144000000.0,0.5,4464.06,191804.19,15.97,82.59,8.08,25.06,68.65
3933,3.59,0.36,6.6,57.4,7009.66,7139.4,19.13,185522420.63,71533676.59,61174.5,61172.0,4091.0,1889.9,4091.0,0.9,0.99,7353928235.44,190.73,0.02,12672000000.0,0.5,3196.09,137703.02,15.56,87.0,7.92,26.69,68.71
3934,3.32,0.03,6.6,58.9,7001.1,7140.1,17.08,185193534.24,71576036.43,57793.5,57788.5,5528.5,1431.95,5527.5,0.88,0.99,7352416854.88,190.68,0.02,13211000000.0,0.51,4034.73,175814.92,16.31,83.85,10.97,24.6,68.66
3935,2.96,0.38,6.5,50.8,7011.39,7143.9,12.39,186928239.12,71528756.68,59227.5,59221.0,3978.5,1906.03,3978.0,0.89,0.99,7353732949.33,190.4,0.02,12706000000.0,0.51,3156.06,137007.98,15.43,85.17,7.81,26.1,68.72
3936,3.57,0.02,6.3,52.7,7008.26,7136.7,14.27,189942888.97,71703169.12,55235.5,55233.5,5303.0,1428.29,5303.0,0.9,0.99,7355198842.57,190.12,0.02,12616000000.0,0.54,3814.12,159287.65,15.39,77.34,10.37,24.6,68.77
3937,3.05,0.48,7.1,60.9,7007.16,7137.2,18.78,184918950.61,71471849.58,60648.5,60643.0,4062.5,1867.83,4062.5,0.89,0.99,7354378038.3,191.04,0.02,12884000000.0,0.5,3891.76,185926.72,13.79,86.6,7.09,25.32,68.72
