run_index,Latency,Throughput,gc_collection_count,gc_collection_time,jvm_loaded_class_count,jvm_total_loaded_class_count,last_gc_info_duration,memory_heap_usage_used,memory_non_heap_usage_used,network_request_FetchConsumer_ResponseSendTimeMs,network_request_FetchConsumer_TotalTimeMs,network_request_Produce_ResponseSendTimeMs,network_request_Produce_TemporaryMemoryBytes,network_request_Produce_TotalTimeMs,network_socket_FetchConsumer_NetworkProcessorAvgIdlePercent,network_socket_FetchConsumer_RequestHandlerAvgIdlePercent,os_committed_vm_size,os_open_fd_count,os_process_cpu_load,os_process_cpu_time,os_system_cpu_load,server_broker_topics_AllTopicsBytesIn,server_broker_topics_AllTopicsBytesOut,server_broker_topics_AllTopicsMessagesIn,server_broker_topics_TotalFetchRequestsPerSec,server_broker_topics_TotalProduceRequestsPerSec,server_purgatory_NumDelayedFetchRequests,threading_thread_count
0,3.01,0.02,6.4,63.6,7007.06,7137.2,15.49,192533931.87,71712131.82,50019.0,50011.0,5256.0,1434.4,5254.5,0.89,0.99,7352411018.08,190.23,0.02,13666000000.0,0.59,5695.8,251104.37,16.91,78.19,11.4,24.77,68.61
1,1.78,0.02,5.9,63.9,6995.72,7119.2,18.73,188534403.07,71135449.87,64504.0,64495.0,16814.0,991.18,16814.0,0.9,0.99,7354020864.0,187.46,0.02,11342000000.0,0.5,5685.01,523213.3,17.18,101.7,17.1,26.71,68.32
2,3.28,0.02,6.4,74.2,7014.73,7146.9,22.48,191229327.16,71627635.9,53240.0,53235.5,4185.0,1899.21,4185.0,0.89,0.99,7353741547.83,190.74,0.02,13913000000.0,0.6,4749.37,203797.73,16.97,80.22,8.6,27.23,68.64
3,2.92,0.03,6.7,72.9,6994.82,7121.0,24.11,189366288.44,71730345.43,51778.5,51774.0,8148.5,996.31,8148.0,0.9,0.99,7354998836.75,190.85,0.02,14600000000.0,0.62,5453.65,239167.35,16.53,76.61,16.4,25.8,68.73
4,3.58,0.02,6.2,65.3,6982.51,7112.8,18.01,194663490.14,71360422.61,49170.0,49165.5,4050.0,1912.91,4049.0,0.88,0.99,7353940756.17,190.37,0.02,13913000000.0,0.61,4636.71,200732.3,16.89,74.14,8.52,26.52,68.65
5,2.24,0.73,7.0,83.1,7000.48,7132.5,18.38,189715422.95,71702303.01,55538.5,55533.5,8210.5,993.22,8210.0,0.88,0.99,7352712579.88,190.01,0.02,14831000000.0,0.63,6757.28,300488.79,15.14,76.11,15.04,25.7,68.56
6,2.79,0.03,6.8,75.2,6991.58,7122.1,23.31,183282584.02,71533224.04,50739.5,50734.5,5297.0,1434.84,5297.0,0.89,0.99,7354322360.63,190.24,0.02,13717000000.0,0.6,5484.12,242547.16,16.55,78.32,11.15,25.73,68.67
7,3.0,0.36,6.1,79.0,6997.21,7126.8,21.28,197928883.07,71566563.67,51187.5,51177.0,3902.5,1972.98,3901.5,0.89,0.99,7354053219.3,190.52,0.02,13866000000.0,0.63,2892.08,142645.35,14.48,76.39,7.07,25.08,68.69
8,2.97,0.48,6.5,66.3,7009.03,7137.2,18.06,187124547.56,71581700.29,53751.5,53744.5,4540.0,1672.41,4539.0,0.89,0.99,7354693945.41,190.61,0.02,14054000000.0,0.59,4025.13,197242.15,13.54,74.8,7.76,24.74,68.64
9,2.22,0.03,6.4,69.2,6990.05,7118.4,19.53,184426431.51,71775158.88,51612.5,51604.0,8211.0,991.92,8210.5,0.9,0.99,7352983108.27,190.27,0.02,14908000000.0,0.62,7514.65,341715.68,17.17,79.23,17.09,25.26,68.57
10,2.81,0.03,6.7,82.8,6997.79,7123.4,24.96,183977138.51,71750990.59,49342.5,49340.0,8152.0,993.2,8151.5,0.89,0.99,7354605785.21,191.15,0.02,15097000000.0,0.63,5292.49,236435.39,16.02,70.85,15.93,25.07,68.69
11,3.48,0.02,6.1,57.0,6993.54,7127.1,16.2,194847249.86,71665490.39,51334.0,51327.5,5569.0,1430.92,5569.0,0.88,0.99,7354115875.68,190.32,0.02,14865000000.0,0.6,4080.12,173054.17,16.46,71.81,11.1,25.64,68.71
12,3.43,0.02,6.6,77.3,6962.07,7097.1,24.95,185298142.22,71375050.65,49434.5,49427.5,5578.5,1408.45,5578.5,0.9,0.99,7350463807.61,189.87,0.02,14959000000.0,0.6,3950.42,166689.33,15.75,64.19,10.79,26.24,68.63
13,3.5,0.02,6.5,66.6,6986.36,7112.5,15.18,200943870.9,71488849.7,51849.0,51846.0,4254.0,1906.04,4253.5,0.89,0.99,7354148367.52,190.0,0.02,14743000000.0,0.6,4416.98,189934.9,15.82,72.84,8.0,26.59,68.61
14,3.01,0.03,6.5,68.7,6981.13,7108.9,16.37,186851936.83,71567219.99,45766.5,45762.0,8014.0,991.2,8013.5,0.88,0.99,7353500358.59,190.14,0.02,14674000000.0,0.66,5368.89,235886.2,16.23,67.96,16.15,24.94,68.61
15,3.62,0.02,6.4,63.1,7004.23,7133.1,16.0,185306532.97,71640717.24,48085.5,48078.5,5453.5,1435.04,5453.0,0.89,0.99,7354215312.29,190.29,0.02,14434000000.0,0.61,4125.25,174987.94,16.65,69.38,11.21,26.44,68.75
16,2.95,0.03,6.5,67.4,6975.79,7102.5,18.26,188547403.82,71586430.64,49219.0,49215.5,8224.5,991.18,8224.0,0.89,0.99,7352723409.45,190.15,0.02,15157000000.0,0.66,5424.9,239401.52,16.4,72.26,16.33,24.76,68.57
17,3.46,0.02,6.7,67.6,6982.67,7110.2,14.97,187325812.98,71375171.16,46761.5,46758.0,4016.0,1895.56,4015.5,0.89,0.99,7354161738.47,190.31,0.02,14691000000.0,0.62,4565.58,196454.89,16.31,71.74,8.28,25.23,68.63
18,1.85,0.02,5.8,64.2,6959.34,7088.0,19.19,185750741.85,70739059.3,54180.0,54177.0,7907.0,1415.64,7906.0,0.89,0.99,7351813141.72,186.89,0.02,12103000000.0,0.54,4562.01,421583.9,16.84,85.25,12.86,26.11,68.2
19,3.01,0.02,6.9,86.7,6987.84,7118.5,19.19,193248347.35,71533115.68,47816.5,47812.5,5621.5,1432.92,5621.0,0.89,0.99,7352693818.96,190.28,0.03,15971000000.0,0.68,5729.86,252714.71,17.01,70.48,11.46,25.75,68.58
20,3.35,0.02,6.3,89.4,6992.18,7124.2,23.28,189161574.25,71607304.32,48059.0,48054.5,5503.5,1431.88,5503.0,0.84,0.99,7353186744.63,190.24,0.02,15716000000.0,0.63,4246.1,183348.55,17.14,72.31,11.55,25.15,68.69
21,1.23,0.04,6.5,58.4,7012.76,7137.3,13.51,184062387.61,71962643.25,56143.5,56140.5,5438.0,,5435.5,0.89,0.99,7353266219.44,190.42,0.02,13748000000.0,0.57,15509.22,734610.95,16.15,85.64,10.89,24.98,68.6
22,2.22,0.03,6.6,71.9,6965.87,7091.1,17.59,181212956.75,71543796.79,46556.0,46548.5,8081.0,997.63,8079.5,0.88,0.99,7353414078.84,190.59,0.03,15499000000.0,0.66,6804.22,304810.17,15.57,66.93,15.47,24.77,68.47
23,3.57,0.02,6.6,72.6,6991.89,7128.2,16.83,184540478.72,71458484.7,45027.0,45020.0,5339.5,1433.2,5339.0,0.89,0.99,7350381555.59,190.03,0.02,15076000000.0,0.64,3791.77,162403.34,15.3,60.15,10.32,25.6,68.62
24,1.57,0.04,6.3,54.3,7010.88,7140.4,11.38,194646115.27,71995314.78,51837.0,51833.5,8068.5,,8068.5,0.89,0.99,7354034796.61,190.37,0.02,13756000000.0,0.58,16691.04,775038.18,17.01,77.88,16.84,26.13,68.61
25,1.79,0.02,6.1,66.9,6983.96,7119.1,17.38,188647582.13,70932748.75,54389.0,54387.0,16483.0,991.67,16483.0,0.89,0.99,7351449693.09,186.83,0.02,12342000000.0,0.55,5592.45,510740.98,16.9,82.26,16.83,26.52,68.18
26,2.9,0.03,6.5,66.9,7007.23,7131.9,21.17,183894898.24,71798840.27,55542.0,55536.5,5673.0,1445.43,5672.5,0.89,0.99,7354878938.76,190.36,0.02,15238000000.0,0.59,5526.95,246828.73,16.74,80.75,11.21,26.85,68.68
27,2.26,0.03,6.7,72.8,6994.4,7120.2,21.08,182685505.78,71804355.08,50696.5,50690.5,8053.0,999.87,8052.0,0.9,0.99,7353646008.63,190.5,0.02,14495000000.0,0.62,7251.06,329840.16,16.65,76.67,16.46,24.59,68.56
28,3.2,0.43,6.5,52.2,7000.67,7129.2,10.62,187688057.55,71706738.73,56867.0,56858.5,5624.0,1432.02,5623.0,0.89,0.99,7353843234.13,190.07,0.02,14729000000.0,0.59,3926.84,172260.15,15.84,78.0,10.68,26.6,68.68
29,1.15,0.04,6.8,63.8,6999.98,7125.6,12.36,180872623.93,71889830.53,54978.0,54975.5,8108.0,,8108.0,0.88,0.99,7353664958.84,190.4,0.02,13880000000.0,0.58,15130.42,718166.71,15.43,81.1,15.35,25.33,68.53
30,2.03,0.03,6.5,63.6,6996.06,7123.2,15.04,184557565.9,71665083.45,49670.0,49666.5,7952.0,991.67,7952.0,0.89,0.99,7353743440.68,190.03,0.02,14254000000.0,0.61,7043.37,321753.33,16.09,74.93,16.02,24.84,68.54
31,3.4,0.02,6.1,50.9,6975.64,7107.8,12.71,189766212.1,71409762.57,50669.0,50662.5,4119.5,1894.62,4119.5,0.88,0.99,7352017240.44,190.7,0.02,14154000000.0,0.57,3348.74,141943.15,16.32,72.97,8.29,24.74,68.68
32,3.66,0.02,6.6,56.1,7003.66,7136.2,12.33,188641736.41,71660233.39,53901.0,53897.0,4328.5,1903.48,4328.0,0.89,0.99,7352082773.33,190.27,0.02,14834000000.0,0.59,3188.37,149886.93,15.58,79.29,7.88,25.91,68.67
33,2.28,0.03,6.8,50.4,6991.08,7121.9,8.17,182950005.72,71700126.7,52384.0,52377.5,8501.0,994.02,8500.5,0.89,0.99,7354176235.83,190.16,0.02,15086000000.0,0.62,6299.19,313837.2,14.41,74.47,14.32,24.97,68.61
34,3.2,0.02,6.5,69.8,6973.82,7142.2,17.23,187750728.0,71365123.29,46185.0,46182.5,5419.5,1438.0,5419.0,0.86,0.99,7337506096.57,187.57,0.02,15696000000.0,0.65,5600.19,242374.6,16.63,63.86,11.19,24.82,68.26
35,2.8,0.03,6.5,72.4,6977.99,7114.6,19.6,181060259.36,71463730.36,47580.0,47570.0,5561.5,1426.79,5561.0,0.88,0.99,7349863780.85,190.21,0.02,15528000000.0,0.64,5627.1,247105.84,16.94,71.2,11.46,25.21,68.58
36,2.16,0.03,6.7,73.6,6977.62,7107.1,15.38,181762679.76,71618807.67,48045.5,48041.0,8581.0,994.28,8580.5,0.89,0.99,7350938499.88,190.45,0.03,16078000000.0,0.68,7180.97,324021.89,16.43,67.54,16.32,25.05,68.52
37,3.58,0.02,6.3,55.5,6973.2,7101.5,10.41,190375376.69,71355322.03,46093.0,46087.5,4184.0,1838.59,4184.0,0.89,0.99,7351771657.31,190.36,0.02,15249000000.0,0.64,3297.5,140345.84,15.79,63.47,8.26,25.06,68.66
38,3.36,0.02,6.8,68.0,6989.79,7120.2,15.2,181503240.56,71515158.77,47603.5,47596.5,5602.5,1428.66,5602.0,0.89,0.99,7352280883.2,190.2,0.02,15516000000.0,0.65,4033.6,174621.52,16.26,68.47,10.98,25.6,68.67
39,3.71,0.02,6.3,70.6,6973.78,7104.5,15.91,187216998.33,71348384.36,46118.0,46111.0,4140.5,1901.19,4139.5,0.9,0.99,7350984350.25,189.88,0.02,15269000000.0,0.65,3524.0,146669.73,17.2,70.09,8.72,25.72,68.67
40,2.32,0.03,7.0,86.7,7011.4,7141.4,21.13,196948379.12,71881211.78,46771.5,46769.0,8591.5,991.14,8590.5,0.9,0.99,7354020820.56,190.08,0.03,16100000000.0,0.72,7451.82,338578.27,16.67,67.57,16.6,26.54,68.61
41,3.7,0.41,6.8,66.5,6987.4,7122.5,19.75,182550255.99,71394858.64,50103.0,50097.0,4742.5,1639.35,4742.5,0.88,0.99,7350616479.81,189.54,0.02,15029000000.0,0.64,3218.65,156767.15,14.3,67.21,8.38,24.7,68.54
42,2.22,0.03,6.2,57.0,6999.84,7127.5,15.37,198269269.86,71837370.35,54990.0,54988.5,8153.5,990.91,8152.0,0.89,0.99,7354535181.96,189.9,0.02,13555000000.0,0.57,7343.79,334458.9,16.77,83.68,16.69,26.52,68.68
43,1.3,0.03,6.8,77.9,7011.16,7144.8,14.26,180794136.44,72086811.23,55550.0,55546.0,5478.0,,5477.5,0.84,0.99,7354030564.07,190.35,0.02,14150000000.0,0.58,14685.78,756865.58,15.28,85.08,10.3,28.15,68.66
44,3.08,0.02,6.3,76.8,6935.77,7103.5,20.3,187758566.53,70975206.07,54029.0,54024.0,5630.5,1427.29,5630.0,0.85,0.99,7336665424.08,187.29,0.02,14667000000.0,0.58,3993.45,174024.56,16.09,73.93,10.86,25.35,68.22
45,2.75,0.48,6.5,75.6,7007.86,7136.9,23.7,195354030.41,71557351.27,59013.5,59009.5,4096.0,1894.71,4095.0,0.89,0.99,7354652582.01,190.38,0.02,13329000000.0,0.55,4321.93,191101.27,15.44,82.46,7.84,25.87,68.69
46,2.73,0.56,6.6,79.8,6994.47,7124.6,22.47,183276114.76,71542727.14,54963.5,54958.0,5409.5,1408.89,5409.0,0.88,0.99,7353869886.06,190.72,0.02,14242000000.0,0.61,5061.19,220383.57,15.13,74.18,10.36,25.39,68.65
47,1.19,0.04,6.5,62.6,6980.23,7103.9,13.85,183704118.79,71690361.91,55006.0,55000.5,5317.0,,5317.0,0.89,0.99,7353830716.51,190.31,0.02,13285000000.0,0.56,15159.78,721971.9,15.78,82.42,10.63,24.81,68.56
48,2.69,0.03,6.7,58.0,7005.39,7132.2,14.04,187864970.98,71783141.32,52826.0,52821.0,7947.5,990.92,7947.0,0.89,0.99,7354192675.68,190.14,0.02,13237000000.0,0.57,5360.49,238465.04,16.19,77.03,16.12,26.44,68.65
49,1.99,0.73,6.9,104.0,7009.65,7137.9,32.75,197207406.71,71761164.07,58678.5,58675.5,8094.0,991.48,8094.0,0.89,0.99,7353770567.37,190.22,0.02,14064000000.0,0.58,6909.02,317636.35,15.46,83.27,15.39,25.76,68.58
50,3.36,0.02,6.2,68.0,7007.95,7134.1,16.6,193121284.53,71731806.88,58852.5,58850.5,4759.0,1680.63,4759.0,0.89,0.99,7355241298.23,190.58,0.02,13648000000.0,0.55,3783.64,161057.79,17.11,88.55,9.77,24.47,68.74
51,1.21,1.44,6.2,53.7,6998.88,7123.9,12.87,195652552.77,71751565.27,58592.0,58586.5,5322.5,,5322.5,0.89,0.99,7354166662.98,190.41,0.02,13660000000.0,0.56,14196.26,671667.45,14.8,83.39,9.96,26.15,68.57
52,2.92,0.03,7.0,93.1,7000.46,7128.0,25.44,186749004.42,71649354.63,54952.0,54949.0,5380.0,1425.44,5379.5,0.89,0.99,7354441408.39,190.61,0.02,13440000000.0,0.55,5387.14,234957.25,15.95,79.82,10.79,26.06,68.66
53,3.36,0.43,6.4,94.5,6998.75,7125.5,32.63,196385531.49,71604038.67,53127.5,53119.0,5488.0,1392.08,5486.5,0.89,0.99,7353622692.46,190.23,0.02,14163000000.0,0.62,3964.75,173092.3,15.75,74.07,10.87,26.1,68.72
54,2.82,0.57,6.6,106.7,6995.97,7124.0,29.41,182630724.21,71536753.78,47890.0,47876.5,5613.5,1434.04,5612.5,0.89,0.99,7354242150.4,190.62,0.02,15268000000.0,0.71,4876.86,215433.81,14.74,66.1,9.92,24.54,68.58
55,3.37,0.02,6.5,89.0,6981.98,7119.5,22.13,186443038.88,71478333.91,47062.5,47056.5,5708.0,1440.55,5708.0,0.89,0.99,7349761098.47,190.14,0.03,17044000000.0,0.68,3897.48,168740.73,15.77,63.39,10.59,25.4,68.6
56,3.12,0.02,6.5,110.2,6965.39,7130.7,29.9,181499499.07,71319003.2,43417.5,43410.5,8465.5,991.16,8464.5,0.87,0.99,7336443733.33,187.42,0.03,16860000000.0,0.73,5545.05,241775.54,16.75,56.18,16.68,25.11,68.26
57,3.03,0.03,6.6,76.6,6982.69,7107.4,17.41,191314956.58,71620239.42,50948.0,50943.5,8722.0,991.4,8721.5,0.88,0.99,7354453243.35,190.4,0.02,16141000000.0,0.65,5614.25,244829.93,16.97,74.63,16.89,25.32,68.74
58,2.98,0.02,6.5,82.5,7003.77,7135.0,22.47,181398066.04,71535607.48,48166.0,48159.5,4173.5,1902.55,4172.5,0.88,0.99,7353973434.18,190.77,0.02,15226000000.0,0.64,4483.13,197232.93,16.3,67.54,8.25,28.44,68.66
59,1.26,0.04,6.0,53.2,6999.23,7127.1,11.13,198498275.99,71863770.98,58061.5,58056.5,4222.5,,4222.5,0.89,0.99,7354079076.85,190.94,0.02,13675000000.0,0.54,15659.34,734018.16,16.47,88.2,8.34,25.52,68.61
60,1.21,0.04,6.7,53.4,6990.66,7115.6,11.15,180586429.2,71685568.96,55904.0,55897.5,4118.0,,4118.0,0.89,0.99,7353773536.97,190.86,0.02,13301000000.0,0.54,15078.83,716895.23,15.86,82.53,8.04,27.8,68.57
61,1.33,0.04,6.8,51.0,6991.77,7119.8,12.52,181114055.81,71801600.78,56878.0,56868.5,5530.5,,5530.0,0.89,0.99,7354433926.98,190.64,0.02,13811000000.0,0.56,13727.22,719800.33,14.29,80.92,9.6,24.27,68.66
62,3.58,0.02,5.8,54.8,6978.16,7108.5,15.35,210205205.15,71426459.42,49671.5,49665.5,4102.0,1898.51,4100.5,0.89,0.99,7352707705.02,190.62,0.02,14304000000.0,0.59,3359.73,141655.72,16.38,72.78,8.31,26.22,68.68
63,2.31,0.02,5.9,69.8,6985.08,7112.8,21.78,184441667.35,70811328.97,53566.0,53560.0,5127.0,1744.37,5126.0,0.89,0.99,7352515673.99,187.37,0.02,10519000000.0,0.51,3374.81,310705.2,14.85,75.28,8.83,27.49,68.29
64,2.88,0.03,6.8,63.6,7006.33,7136.7,18.18,179392013.38,71693129.07,50264.5,50258.5,5414.0,1436.61,5413.5,0.89,0.99,7354402161.26,190.99,0.02,14345000000.0,0.59,5133.93,250620.09,15.5,76.88,10.44,25.08,68.72
65,3.0,0.03,6.5,70.5,7004.8,7137.0,16.45,194171413.67,71704567.92,49145.5,49143.0,5289.5,1436.65,5289.5,0.89,0.99,7354310649.79,191.07,0.02,14344000000.0,0.6,5529.96,245599.06,16.43,74.58,11.06,26.83,68.67
66,1.16,0.04,6.2,52.5,6992.09,7120.0,11.68,197410834.86,71718577.99,55368.0,55362.0,5343.5,,5343.5,0.89,0.99,7354081401.02,190.44,0.02,13524000000.0,0.56,15699.92,741930.73,16.33,85.39,11.02,25.72,68.58
67,3.56,0.02,6.6,72.3,7010.53,7142.5,20.05,191018131.19,71687815.95,50697.5,50692.5,4135.0,1897.16,4134.5,0.89,0.99,7354186804.75,190.51,0.02,14249000000.0,0.58,4401.11,184936.97,15.72,71.23,7.98,26.36,68.69
68,3.28,0.45,6.5,62.1,6995.29,7127.7,14.5,185708928.46,71581793.3,53235.5,53230.5,5387.0,1421.8,5386.5,0.89,0.99,7354308722.81,190.2,0.02,14650000000.0,0.61,3780.41,163818.15,15.26,73.55,10.29,25.9,68.71
69,1.14,0.04,6.6,65.0,6997.77,7123.9,16.45,188292040.99,71792757.61,60736.5,60732.5,4273.5,,4273.5,0.89,0.99,7353587653.04,191.07,0.02,13915000000.0,0.55,15655.85,744810.66,16.46,93.76,8.34,29.22,68.57
70,1.16,1.54,6.6,62.5,7005.43,7136.0,13.83,183455806.78,71843368.95,61750.5,61745.0,5524.5,,5523.5,0.89,0.99,7354214849.94,190.91,0.02,14012000000.0,0.56,14642.41,696100.58,15.24,86.51,10.26,25.37,68.54
71,3.33,0.02,6.6,59.0,6991.45,7118.2,11.24,186799154.77,71595960.7,49327.5,49324.5,5497.0,1434.82,5497.0,0.89,0.99,7354549204.56,190.72,0.02,14689000000.0,0.61,3625.94,175911.92,14.65,71.77,9.86,26.85,68.75
72,3.36,0.02,6.0,65.5,6985.47,7116.1,19.51,195571266.67,71423404.16,49284.5,49281.5,4080.5,1892.37,4080.5,0.89,0.99,7352124124.32,190.72,0.02,14477000000.0,0.59,4457.37,200940.43,16.16,72.06,8.21,26.4,68.59
73,1.18,0.04,6.5,60.9,6992.13,7114.9,14.08,185087867.0,71930069.13,58752.0,58744.0,5588.0,,5587.5,0.9,0.99,7354968712.53,190.47,0.02,14067000000.0,0.56,16071.8,755415.06,16.72,90.07,11.27,25.74,68.59
74,1.69,0.02,6.2,61.2,6991.75,7121.7,17.07,180149154.39,71034249.06,55399.0,55391.0,7856.0,1407.58,7855.0,0.89,0.99,7353739869.09,187.63,0.02,11207000000.0,0.48,5748.48,598882.99,15.57,89.79,11.96,28.67,68.36
75,3.24,0.38,6.8,84.4,7008.55,7142.6,24.59,183783855.62,71570186.83,51987.5,51987.5,4335.5,1904.86,4335.5,0.89,0.99,7352860625.45,190.15,0.03,16342000000.0,0.65,2962.71,143444.13,14.47,69.85,7.33,27.58,68.67
76,1.25,0.04,6.4,65.5,7001.72,7130.1,16.73,186074766.93,71760288.3,53420.5,53417.0,3911.5,,3910.0,0.89,0.99,7353291043.68,190.9,0.02,13025000000.0,0.55,14593.22,696063.49,15.35,81.35,7.78,25.67,68.55
77,3.58,0.02,6.6,82.2,6999.23,7131.8,21.18,184452562.14,71671086.02,49125.0,49120.0,5798.5,1435.47,5798.5,0.89,0.99,7352824338.62,189.96,0.03,16492000000.0,0.66,3854.27,183773.71,15.57,71.57,10.47,25.96,68.69
78,1.8,0.02,6.1,79.6,6972.44,7101.2,22.21,185183996.53,70883352.27,54862.0,54857.0,17559.0,991.69,17559.0,0.88,0.99,7349710984.53,186.25,0.02,13809000000.0,0.62,5432.79,500052.06,16.43,78.34,16.34,28.29,68.12
79,3.14,0.02,6.7,89.0,6967.53,7107.4,20.86,188437216.25,71324072.53,44313.0,44304.0,5349.5,1437.45,5349.5,0.89,0.99,7349152522.86,189.36,0.03,16278000000.0,0.67,5434.76,236123.6,16.15,61.2,10.86,25.96,68.56
80,1.15,0.04,6.7,69.1,7003.95,7129.6,18.7,182591425.52,71771572.47,55878.0,55873.5,4048.0,,4048.0,0.89,0.99,7353780140.22,190.71,0.02,13466000000.0,0.54,15667.17,743507.8,16.47,87.45,8.34,26.67,68.57
81,3.15,0.33,6.4,113.4,6960.97,7125.6,24.83,187440375.93,71235975.73,45953.0,45949.5,4365.0,1880.54,4364.0,0.82,0.99,7336611585.31,188.41,0.03,17753000000.0,0.71,3576.95,154664.27,17.32,63.12,8.89,26.36,68.29
82,2.44,0.03,7.0,98.7,6953.2,7107.0,23.11,194999768.41,71362859.94,42333.0,42325.0,8430.0,993.32,8429.0,0.88,0.99,7340976298.67,188.65,0.03,17672000000.0,0.76,7152.72,324179.68,16.01,57.51,15.92,25.86,68.2
83,2.83,0.02,6.7,101.0,6976.53,7146.6,27.82,184061195.34,71358708.6,43413.5,43400.5,5648.5,1438.81,5648.5,0.87,0.99,7337515275.82,188.13,0.03,18216000000.0,0.73,5185.46,255254.96,15.41,58.18,10.36,25.92,68.27
84,4.34,0.02,6.7,79.3,6963.72,7109.9,21.11,181050715.62,71186822.5,41397.5,41387.5,4165.0,1944.52,4165.0,0.88,0.99,7345165144.44,189.44,0.02,16397000000.0,0.71,3284.01,136627.52,16.22,53.98,8.08,26.42,68.43
85,3.26,0.02,6.4,74.0,6970.75,7108.7,20.46,181931112.51,71363913.52,44271.0,44268.0,4282.5,1893.98,4282.5,0.89,0.99,7347312351.42,189.69,0.03,16554000000.0,0.69,4308.16,196502.13,15.65,59.98,7.95,25.24,68.58
86,2.01,0.03,6.5,98.0,6942.12,7099.7,22.01,180049993.14,71267010.45,41785.5,41774.5,8414.5,991.9,8413.0,0.87,0.99,7336776945.56,188.51,0.03,18156000000.0,0.76,7037.4,304533.04,16.09,54.59,16.0,27.55,68.1
87,2.15,0.03,7.5,103.7,6972.91,7141.3,23.71,179665565.7,71522249.84,42759.0,42752.5,8480.0,997.5,8478.5,0.88,0.99,7337606795.16,188.17,0.03,18055000000.0,0.75,6687.61,322634.09,15.02,56.55,14.87,25.25,68.23
88,2.53,0.03,6.4,80.9,6950.82,7116.0,18.41,181731690.97,71278052.81,42909.5,42903.5,8425.5,1004.43,8425.5,0.87,0.99,7337355854.77,188.17,0.03,17778000000.0,0.75,7109.82,319462.05,16.39,56.63,16.11,26.22,68.14
89,2.95,0.02,6.4,88.8,6939.67,7105.6,22.18,182453235.42,70978482.13,42447.5,42441.0,4140.5,1902.31,4140.5,0.87,0.99,7336496718.77,188.08,0.03,16947000000.0,0.7,4513.21,197448.23,16.37,56.42,8.31,25.37,68.26
90,1.01,0.03,5.9,51.8,6997.33,7121.3,10.75,184199173.99,71348654.46,63750.0,63749.0,16687.0,,16686.0,0.9,0.99,7353899163.15,187.47,0.02,10585000000.0,0.45,16338.21,1553943.44,16.66,96.13,16.57,26.15,68.33
91,3.01,0.02,6.4,81.7,6946.88,7094.4,21.23,188535064.42,71311540.88,44642.5,44631.5,8659.5,995.7,8658.5,0.88,0.99,7340682405.42,188.77,0.03,17000000000.0,0.73,5631.8,255039.84,17.04,65.07,16.94,25.25,68.38
92,3.53,0.02,6.3,82.6,6962.63,7128.3,20.26,183151731.56,71128708.81,45743.0,45733.0,4305.0,1904.25,4305.0,0.86,0.99,7338159613.37,188.39,0.02,16752000000.0,0.67,4376.43,186278.85,15.89,57.04,8.06,26.06,68.3
93,1.2,0.04,6.8,61.0,7017.18,7147.7,11.94,181942433.5,72024823.24,55164.5,55160.0,8296.0,,8296.0,0.9,0.99,7355013849.21,190.35,0.02,14062000000.0,0.58,14337.34,747739.59,14.62,80.67,14.56,24.68,68.68
94,2.51,0.03,6.3,86.4,6975.6,7121.1,22.76,181844904.58,71438028.94,41610.5,41598.5,8160.5,995.54,8159.5,0.89,0.99,7346359469.77,188.75,0.03,16912000000.0,0.73,7114.49,316760.29,16.3,54.84,16.16,26.07,68.25
95,1.13,0.04,6.6,77.5,6985.56,7107.7,18.75,188523585.09,71787968.75,58049.5,58043.5,5576.5,,5576.0,0.9,0.99,7353880349.48,190.32,0.02,14108000000.0,0.58,15265.82,720378.93,15.89,84.51,10.71,26.4,68.55
96,3.28,0.02,6.5,101.0,6972.99,7108.9,22.85,186005038.34,71484125.73,41475.0,41472.0,8301.0,1001.27,8300.5,0.89,0.99,7347795862.5,189.81,0.03,17062000000.0,0.72,5716.86,248954.87,17.3,59.34,16.43,25.94,68.55
97,3.15,0.41,6.6,64.8,6990.72,7117.4,15.14,190485353.03,71631525.47,53882.5,53876.0,5450.5,1436.05,5450.5,0.89,0.99,7354163901.28,190.82,0.02,14619000000.0,0.62,3785.52,164686.61,15.3,74.02,10.29,26.24,68.7
98,3.04,0.03,6.3,53.6,7008.82,7139.0,10.07,191939516.76,71791710.79,51500.0,51496.5,8531.5,993.77,8531.5,0.9,0.99,7354644833.75,190.24,0.02,15162000000.0,0.64,5269.53,229334.28,15.95,71.14,15.86,25.98,68.68
99,2.85,0.56,6.7,60.7,6998.81,7127.1,13.37,182276210.24,71588594.81,54768.5,54763.5,5487.5,1431.55,5487.5,0.89,0.99,7354135244.8,190.89,0.02,14698000000.0,0.61,4966.25,219803.38,14.98,74.11,10.11,26.71,68.56
100,1.18,0.04,6.8,62.9,6997.8,7125.4,14.97,181209305.64,71717450.2,55418.0,55410.0,4030.5,,4030.0,0.88,0.99,7352425490.62,190.55,0.02,13219000000.0,0.52,14457.54,689749.85,15.21,81.02,7.72,26.57,68.54
101,3.07,0.02,6.2,53.9,7009.86,7144.6,11.58,196508562.78,71594606.45,49778.5,49770.5,4051.0,1897.05,4051.0,0.9,0.99,7354530884.27,190.57,0.02,14265000000.0,0.59,3174.2,138873.18,15.5,70.96,7.86,25.63,68.72
